name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,288,35469,35469,0,1
LatinSquareFC,289,33593,33593,0,1
LatinSquareFC,290,35029,35029,0,1
LatinSquareFC,291,34659,34659,0,1
LatinSquareFC,292,65372,65372,0,1
LatinSquareFC,293,36270,36270,0,1
LatinSquareFC,294,38811,38811,0,1
LatinSquareFC,295,35456,35456,0,1
LatinSquareFC,296,34343,34343,0,1
LatinSquareFC,297,33569,33569,0,1
LatinSquareFC,298,74089,74089,0,1
LatinSquareFC,299,34601,34601,0,1
LatinSquareFC,300,104846,104846,0,1
LatinSquareFC,301,32401,32401,0,1
LatinSquareFC,302,38422,38422,0,1
LatinSquareFC,303,37194,37194,0,1
LatinSquareFC,304,34008,34008,0,1
LatinSquareFC,305,34042,34042,0,1
LatinSquareFC,306,36391,36391,0,1
LatinSquareFC,307,36684,36684,0,1
